,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,9.995716251377427,0.0002540993134616652,-0.002524568111515809,0.0016192635337334044,-5.327376397042147e-06,-0.000722664594975478,-0.040799999999630285
